ReviewId,ReviewerId,ExpertiseLevel
1,1000003,0.0
1,1000007,0.0
2,1000003,0.9375
2,1000007,0.9375
2,1000012,0.0
3,1000006,0.0
3,1000007,1.875
4,1000011,0.0
5,1000014,0.0
6,1000014,1.5
7,1000004,0.0
7,1000009,0.0
7,1000010,0.0
7,1000020,0.0
7,1000027,0.0
8,1000006,1.5
9,1000003,0.117647058824
9,1000019,0.0
10,1000009,1.2
11,1000004,0.75
12,1000009,1.6
13,1000018,0.0
13,1000019,0.0288461538462
14,1000019,0.0998875171468
15,1000015,0.0
16,1000007,0.66
17,1000020,1.5
17,1000029,0.0
18,1000009,1.65
19,1000007,0.509944930353
20,1000009,0.759
21,1000006,2.75
22,1000007,0.99875
22,1000014,0.46875
23,1000003,1.58823529412
24,1000007,0.628557956104
25,1000020,2.33333333333
26,1000011,2.4
27,1000020,1.109375
28,1000006,1.5
29,1000015,4.0
30,1000015,0.0967741935484
31,1000024,0.0
32,1000004,0.946875
32,1000020,0.9375
33,1000009,1.41428571429
34,1000019,0.226459381192
34,1000028,0.0
35,1000003,0.303370786465
35,1000015,0.320443168978
35,1000030,0.0
36,1000012,0.298611111111
37,1000003,0.167474425319
37,1000012,0.119298540965
38,1000018,0.212585449219
38,1000029,0.4833984375
39,1000009,1.8875
40,1000009,1.46666666667
41,1000007,1.78
42,1000007,1.809375
43,1000007,0.623995295927
44,1000020,1.425
44,1000029,0.96
45,1000020,1.71111111111
45,1000029,1.46666666667
46,1000020,1.62
46,1000029,1.37142857143
47,1000020,1.69090909091
47,1000029,1.5
48,1000020,0.690197402263
48,1000029,0.674475435655
49,1000009,1.56
50,1000003,1.4921875
50,1000007,1.985
51,1000018,1.41666666667
52,1000018,0.0
52,1000026,0.0
53,1000020,0.0
54,1000015,0.226723987381
54,1000030,0.332212239098
55,1000015,0.835848074922
56,1000015,0.584181267836
57,1000015,0.630685823426
58,1000015,0.0
59,1000015,1.7125
59,1000030,1.38461538462
60,1000007,0.240716526131
61,1000007,1.40689655172
62,1000004,0.0646153846154
62,1000007,0.0642857142857
63,1000009,1.30909090909
64,1000006,0.0756302521008
65,1000004,0.0294695571799
65,1000007,0.0434499612511
66,1000014,0.0163636363636
67,1000024,2.0
68,1000015,1.85365853659
69,1000030,2.23214285714
70,1000003,0.0107251107484
70,1000004,0.00653953183827
70,1000007,0.00800195037382
71,1000020,1.659375
72,1000010,2.25
73,1000015,0.0
74,1000018,0.00576108079054
74,1000020,1.31749774241e-05
74,1000029,1.68060744316e-05
74,1000057,0.0
75,1000003,0.124107142857
76,1000015,0.705786911844
77,1000010,0.1551149106
78,1000009,1.375
79,1000007,0.754868072572
79,1000028,0.7
80,1000007,1.53054187192
80,1000028,2.0
81,1000028,1.15
82,1000015,1.14666666667
83,1000015,0.746739130435
84,1000015,0.393701901313
85,1000015,1.17142857143
87,1000015,0.454026711111
88,1000003,0.340863309351
89,1000003,0.00430948433896
90,1000018,1.50736842105
91,1000004,0.195557349645
91,1000007,0.195935528481
91,1000009,0.200000000632
92,1000007,0.764146694818
93,1000015,1.44528301887
94,1000012,0.0
95,1000061,0.0
96,1000012,0.1641770753
96,1000061,0.188871741629
97,1000006,0.461937716263
97,1000014,0.595834115219
97,1000015,0.594615912209
97,1000024,0.541666666667
98,1000009,1.7325
98,1000014,1.482
99,1000018,0.166512166863
100,1000018,0.527724738149
101,1000028,2.08571428571
101,1000079,0.0
102,1000026,0.0
102,1000028,2.325
103,1000022,0.0
103,1000026,2.0
104,1000003,1.29026315789
105,1000012,0.145326967593
106,1000007,0.00691922598049
106,1000011,0.00664819944598
107,1000020,0.739903846154
108,1000018,1.59675925926
108,1000029,1.63282828283
109,1000010,1.07692307692
109,1000020,1.48952380952
109,1000029,1.4965
110,1000003,1.56858638743
111,1000030,0.0
112,1000023,0.0
113,1000036,0.0
114,1000007,0.717284811513
114,1000028,1.05864197531
115,1000053,0.0
115,1000079,0.15
115,1000089,0.0
115,1000092,0.0
116,1000036,0.100012860082
117,1000007,0.538160959098
118,1000007,1.6179197995
119,1000028,0.0882683751113
120,1000028,0.673251417769
121,1000007,0.68623171875
122,1000022,0.0
122,1000110,0.0
123,1000055,0.0
124,1000055,1.5
125,1000087,0.0
126,1000008,0.0
126,1000014,0.0
126,1000053,0.0
127,1000007,1.61890547264
128,1000004,0.0
128,1000063,0.0
128,1000097,0.0
129,1000043,0.0
129,1000063,0.0
130,1000020,1.47735849057
130,1000029,1.47326732673
131,1000020,1.68317757009
131,1000029,1.65049019608
132,1000012,0.231940335306
133,1000070,0.0
134,1000012,1.17261904762
135,1000012,1.27011494253
136,1000020,1.70462962963
137,1000079,0.5
138,1000079,0.2953125
139,1000079,0.5
140,1000035,0.0
146,1000015,0.0
146,1000026,2.66666666667
147,1000028,0.0
148,1000006,1.3030075188
148,1000015,1.33421052632
149,1000006,0.732214285714
149,1000015,0.695849435196
150,1000015,0.0666666666667
150,1000026,3.0
151,1000003,0.429836652308
152,1000014,0.731341710238
153,1000079,0.390306122449
154,1000014,0.11711026616
155,1000035,0.0
156,1000035,0.5
156,1000108,0.0
157,1000053,0.046153846958
157,1000108,0.0705882446329
158,1000063,0.166666666667
158,1000100,0.0
159,1000063,0.0463049096095
159,1000100,0.0491666953608
160,1000063,0.693333333333
160,1000100,0.741666666667
162,1000063,0.270833333333
162,1000100,0.294871794872
163,1000063,0.0
163,1000065,0.0
164,1000084,0.0
165,1000084,0.302083333333
166,1000084,0.3046875
167,1000084,0.310530046377
168,1000023,0.112630208333
168,1000084,0.344933072917
169,1000084,1.58928571429
170,1000084,1.75
171,1000084,0.95947265625
172,1000018,1.60275229358
172,1000027,1.5
173,1000014,0.291516222699
174,1000014,0.61978021978
175,1000010,0.175053491807
175,1000018,0.212126179733
176,1000010,1.66666666667
176,1000018,0.857692307692
177,1000015,0.296323501133
178,1000015,0.321259445573
179,1000014,0.231876286303
179,1000015,0.236798039649
180,1000015,0.664
181,1000010,1.69318181818
181,1000018,0.869491525424
182,1000070,0.6
183,1000020,0.718369665853
183,1000026,0.16
184,1000020,0.348079555619
184,1000026,0.1113435808
185,1000007,1.41166253102
186,1000007,1.64591584158
186,1000011,2.11202185792
187,1000007,0.110133312891
187,1000011,0.141536551933
188,1000007,1.4430952381
189,1000007,0.405496733722
189,1000011,0.397861591247
190,1000007,0.117683600121
190,1000011,0.147993441172
191,1000007,0.69680866382
191,1000011,0.744462613349
192,1000007,0.350170724134
192,1000011,0.375545124982
192,1000015,0.318812320599
193,1000015,0.374513671875
194,1000018,0.254341039554
194,1000029,0.251180154522
195,1000055,0.234375
196,1000055,0.281829833984
197,1000053,0.5859375
197,1000063,0.371141975309
197,1000079,0.263888888889
197,1000084,0.21412037037
197,1000086,0.0
197,1000092,0.46875
198,1000053,0.142857142857
199,1000018,0.0
199,1000029,0.0
200,1000018,0.249140824847
200,1000029,0.26134397848
201,1000018,0.00456267217631
201,1000029,0.00519470868014
202,1000003,0.129567208853
202,1000018,0.188094839163
203,1000015,0.735365853659
203,1000018,0.955755395683
204,1000003,0.206130041413
204,1000018,0.233256248504
205,1000030,0.265822580795
206,1000018,0.0298214955902
206,1000029,0.0201827779374
208,1000015,0.37604695892
209,1000015,0.141176470588
210,1000015,0.046511627907
211,1000015,0.247538248726
212,1000015,0.154489804589
213,1000018,0.469663011829
213,1000029,0.471896890003
214,1000018,0.00264962103757
214,1000026,0.173311092577
215,1000003,1.54417475728
216,1000003,0.76718680716
216,1000007,0.811868450953
217,1000007,0.0741686158855
217,1000009,0.0650759219089
218,1000009,0.182361516035
218,1000013,0.0
219,1000009,1.6137254902
219,1000013,2.46875
220,1000009,0.326473764022
220,1000013,0.500864194821
221,1000009,0.18369140625
221,1000013,0.252
222,1000004,0.745225225225
223,1000018,0.00724462107456
224,1000123,0.0
225,1000015,1.458
226,1000015,0.0135646292616
227,1000007,1.6328358209
227,1000009,1.52727272727
228,1000053,0.0
228,1000063,0.0
229,1000053,0.25
229,1000063,0.190476190476
230,1000053,0.235294117647
231,1000053,0.333333333333
232,1000053,0.178559664782
233,1000053,0.0174328512397
234,1000053,0.00497020235954
234,1000063,0.00216919743172
234,1000086,0.0
235,1000053,0.488888888889
235,1000063,0.186046511628
235,1000084,0.0
236,1000053,0.559782608696
236,1000084,0.392857142857
237,1000063,0.00558604492896
237,1000086,0.0101275334618
238,1000063,0.0
